credit_id,customer_id,credit_score,total_accounts,active_accounts,overdue_accounts,credit_utilization,record_date
CR0002885,C000913,536,12,5,5,0.07,2026-05-06
CR0002886,C000903,751,10,3,2,0.67,2024-09-21
CR0002887,C000205,575,14,2,0,0.17,2025-03-25
CR0002888,C000780,412,5,6,5,0.38,2026-06-26
CR0002889,C000370,304,3,2,1,0.31,2026-06-06
CR0002890,C000028,805,8,8,5,0.89,2025-09-18
CR0002891,C000145,306,5,5,3,0.7,2025-06-08
CR0002892,C000663,774,14,2,2,0.15,2025-04-26
CR0002893,C000052,832,5,10,0,0.46,2025-10-13
CR0002894,C000171,508,4,10,4,0.53,2025-01-27
CR0002895,C000175,395,5,7,4,0.66,2024-11-21
CR0002896,C000209,447,13,3,1,0.45,2025-04-10
CR0002897,C000284,459,12,0,4,0.68,2025-07-02
CR0002898,C000783,576,6,1,5,0.88,2026-03-25
CR0002899,C000511,799,7,7,0,0.41,2026-04-25
CR0002900,C000818,716,11,3,5,0.18,2025-08-04
CR0002901,C000985,832,7,3,0,0.15,2025-06-23
CR0002902,C000420,441,15,2,0,0.79,2026-01-17
CR0002903,C000878,350,15,10,4,0.31,2026-02-14
CR0002904,C000494,574,3,6,2,0.75,2025-03-25
CR0002905,C000156,856,4,3,1,0.43,2025-01-11
CR0002906,C000887,762,11,9,3,0.07,2026-04-24
CR0002907,C000417,821,3,8,4,0.41,2026-04-24
CR0002908,C000980,387,12,3,3,0.06,2025-11-01
CR0002909,C000826,643,11,10,2,0.6,2025-08-09
CR0002910,C000149,592,15,6,4,0.17,2026-05-20
CR0002911,C000589,875,6,6,2,0.56,2025-03-12
CR0002912,C000271,353,2,3,1,0.29,2025-01-01
CR0002913,C000764,678,13,1,4,0.89,2026-05-31
CR0002914,C000628,683,1,10,0,0.12,2025-08-15
CR0002915,C000134,639,5,6,0,0.48,2025-08-03
CR0002916,C000349,843,12,10,0,0.54,2026-08-30
CR0002917,C000520,349,4,8,5,0.51,2025-07-30
CR0002918,C000615,336,5,4,5,0.11,2026-08-14
CR0002919,C000810,588,1,4,1,0.11,2025-09-07
CR0002920,C000513,715,7,8,2,0.12,2026-07-10
CR0002921,C000753,518,14,5,1,0.52,2025-10-21
CR0002922,C000882,405,5,8,5,0.25,2026-05-26
CR0002923,C000302,617,8,5,2,0.51,2026-02-27
CR0002924,C000422,501,1,9,5,0.06,2025-06-23
CR0002925,C000044,712,9,5,3,0.3,2024-10-09
CR0002926,C000860,412,8,7,4,0.29,2025-08-25
CR0002927,C000472,393,15,9,0,0.19,2025-01-07
CR0002928,C000083,773,13,10,0,0.41,2026-05-07
CR0002929,C000485,839,12,8,5,0.68,2024-09-23
CR0002930,C000233,795,12,1,3,0.13,2026-03-27
CR0002931,C000079,674,9,6,3,0.93,2026-06-04
CR0002932,C000271,829,7,1,0,0.56,2025-10-22
CR0002933,C000757,781,14,6,3,0.37,2024-11-09
CR0002934,C000383,833,4,10,1,0.19,2024-11-20
CR0002935,C000512,367,8,0,5,0.34,2025-06-05
CR0002936,C000883,328,6,8,1,0.39,2025-05-18
CR0002937,C000929,561,6,10,4,0.11,2025-07-24
CR0002938,C000127,656,7,5,3,0.69,2026-05-08
CR0002939,C000357,858,6,3,2,0.91,2025-01-21
CR0002940,C000919,553,10,10,4,0.74,2025-08-19
CR0002941,C000194,821,3,4,1,0.4,2024-11-02
CR0002942,C000157,445,2,7,5,0.48,2025-07-18
CR0002943,C000932,872,1,1,5,0.35,2026-04-28
CR0002944,C000676,574,15,6,3,0.54,2024-10-14
CR0002945,C000682,513,1,3,0,0.19,2026-02-10
CR0002946,C000447,827,6,3,1,0.86,2026-09-02
CR0002947,C000382,773,3,7,3,0.44,2026-01-27
CR0002948,C000420,873,13,10,1,0.28,2025-01-11
CR0002949,C000063,371,11,5,5,0.69,2026-08-18
CR0002950,C000687,468,6,2,4,0.38,2025-12-06
CR0002951,C000946,607,7,1,1,0.05,2024-10-30
CR0002952,C000959,857,8,3,0,0.53,2026-01-19
CR0002953,C000331,877,15,7,1,0.85,2026-03-24
CR0002954,C000531,308,11,7,1,0.55,2026-05-29
CR0002955,C000377,470,8,7,3,0.46,2026-02-10
CR0002956,C000114,418,2,8,2,0.18,2026-07-28
CR0002957,C000941,431,12,7,5,0.5,2025-10-24
CR0002958,C000952,699,4,0,4,0.11,2025-05-03
CR0002959,C000518,753,15,1,1,0.12,2025-08-07
CR0002960,C000823,444,12,4,1,0.22,2025-07-25
CR0002961,C000760,597,8,3,5,0.92,2026-08-05
CR0002962,C000517,657,12,10,3,0.81,2026-02-26
CR0002963,C000951,757,8,1,4,0.8,2026-03-14
CR0002964,C000058,737,15,1,5,0.57,2025-11-20
CR0002965,C000742,786,2,6,2,0.69,2026-07-26
CR0002966,C000247,744,6,6,3,0.74,2025-05-10
CR0002967,C000832,716,5,0,4,0.6,2026-03-30
CR0002968,C000546,686,9,3,1,0.31,2026-04-15
CR0002969,C000393,572,1,0,4,0.69,2025-05-17
CR0002970,C000608,455,3,4,1,0.94,2026-08-23
CR0002971,C000124,688,11,5,1,0.75,2025-06-10
CR0002972,C000352,505,12,2,1,0.8,2024-09-22
CR0002973,C000402,893,2,4,1,0.94,2026-06-20
CR0002974,C000311,313,8,0,2,0.67,2025-04-21
CR0002975,C000939,789,11,3,3,0.1,2026-08-16
CR0002976,C000837,416,6,7,5,0.58,2025-10-30
CR0002977,C000696,384,15,5,0,0.72,2026-01-03
CR0002978,C000115,398,1,1,3,0.69,2026-08-31
CR0002979,C000733,455,7,0,0,0.5,2025-01-08
CR0002980,C000533,437,7,5,4,0.56,2026-03-13
CR0002981,C000864,513,11,4,3,0.87,2025-07-26
CR0002982,C000505,766,14,8,1,0.25,2025-08-28
CR0002983,C000522,595,9,8,5,0.24,2026-01-29
CR0002984,C000493,803,15,1,4,0.22,2025-02-22
CR0002985,C000804,590,10,6,3,0.56,2026-08-06
CR0002986,C000859,558,7,3,5,0.5,2025-11-12
CR0002987,C000926,723,11,6,2,0.66,2026-01-13
CR0002988,C000910,545,13,2,0,0.84,2026-05-21
CR0002989,C000443,393,8,2,5,0.42,2026-01-09
CR0002990,C000962,673,3,8,1,0.33,2026-02-04
CR0002991,C000012,851,6,4,4,0.86,2025-08-25
CR0002992,C000189,810,11,2,2,0.05,2026-03-11
CR0002993,C000709,335,12,10,5,0.18,2025-06-11
CR0002994,C000529,859,7,10,0,0.13,2026-08-06
CR0002995,C000343,686,13,0,2,0.13,2026-06-08
CR0002996,C000409,324,9,5,2,0.24,2026-05-16
CR0002997,C000432,446,8,1,3,0.91,2026-02-01
CR0002998,C000713,507,12,0,5,0.68,2025-07-27
CR0002999,C000994,502,4,5,3,0.81,2026-05-11
CR0003000,C000365,522,7,9,5,0.74,2025-02-16
