loan_id,customer_id,product_id,branch_id,application_date,approval_date,disbursement_date,loan_amount,interest_rate,tenure_months,loan_status
L0001565,C000794,LP003,BR002,2026-03-25,2026-03-29,2026-03-31,2383973,8.5,26,CLOSED
L0001566,C000310,LP003,BR006,2024-12-26,2024-12-28,2024-12-30,3666370,8.5,199,ACTIVE
L0001567,C000845,LP002,BR002,2023-04-27,2023-05-04,2023-05-07,213420,10.5,25,DEFAULT
L0001568,C000157,LP002,BR004,2023-05-09,2023-05-11,2023-05-15,1345552,10.5,32,ACTIVE
L0001569,C000630,LP004,BR002,2026-03-08,2026-03-11,2026-03-14,396280,16.0,22,CLOSED
L0001570,C000885,LP005,BR003,2023-10-28,2023-10-30,2023-10-31,616831,12.0,25,CLOSED
L0001571,C000756,LP004,BR003,2026-07-23,2026-07-26,2026-07-30,1659354,16.0,29,DEFAULT
L0001572,C000654,LP002,BR006,2023-03-25,2023-03-30,2023-04-03,963025,10.5,55,ACTIVE
L0001573,C000917,LP002,BR008,2026-06-16,2026-06-17,2026-06-20,333343,10.5,31,ACTIVE
L0001574,C000230,LP002,BR005,2026-06-16,2026-06-17,2026-06-22,464024,10.5,76,CLOSED
L0001575,C000285,LP004,BR005,2025-03-28,2025-03-29,2025-04-02,1846256,16.0,66,ACTIVE
L0001576,C000256,LP005,BR009,2022-08-09,2022-08-18,2022-08-21,983798,12.0,30,DEFAULT
L0001577,C000590,LP001,BR001,2026-08-12,2026-08-17,2026-08-19,272125,14.5,22,ACTIVE
L0001578,C000542,LP003,BR009,2024-10-02,2024-10-04,2024-10-09,3667205,8.5,44,CLOSED
L0001579,C000517,LP001,BR004,2025-08-11,2025-08-18,2025-08-23,79358,14.5,26,ACTIVE
L0001580,C000320,LP002,BR001,2025-05-04,2025-05-07,2025-05-12,1368951,10.5,21,ACTIVE
L0001581,C000088,LP005,BR010,2022-08-05,2022-08-13,2022-08-16,704405,12.0,32,ACTIVE
L0001582,C000742,LP003,BR002,2023-02-16,2023-02-23,2023-02-25,958619,8.5,217,ACTIVE
L0001583,C000281,LP001,BR004,2023-03-30,2023-04-06,2023-04-08,191515,14.5,18,ACTIVE
L0001584,C000878,LP002,BR002,2026-05-21,2026-05-23,2026-05-26,1364981,10.5,54,ACTIVE
L0001585,C000867,LP005,BR002,2025-02-14,2025-02-18,2025-02-21,190666,12.0,29,ACTIVE
L0001586,C000295,LP004,BR001,2026-01-01,2026-01-03,2026-01-05,1352232,16.0,13,ACTIVE
L0001587,C000436,LP002,BR003,2024-07-30,2024-08-03,2024-08-08,523049,10.5,16,CLOSED
L0001588,C000961,LP001,BR008,2023-01-20,2023-01-25,2023-01-26,348908,14.5,48,ACTIVE
L0001589,C000319,LP001,BR001,2026-04-01,2026-04-11,2026-04-15,73949,14.5,15,ACTIVE
L0001590,C000426,LP004,BR003,2025-06-23,2025-06-25,2025-06-28,117781,16.0,57,ACTIVE
L0001591,C000991,LP003,BR006,2024-09-14,2024-09-21,2024-09-26,2134803,8.5,92,ACTIVE
L0001592,C000672,LP002,BR001,2024-05-22,2024-05-28,2024-05-30,304220,10.5,54,ACTIVE
L0001593,C000658,LP003,BR001,2026-05-22,2026-05-31,2026-06-01,4712566,8.5,218,CLOSED
L0001594,C000109,LP004,BR002,2024-06-20,2024-06-21,2024-06-26,1769478,16.0,60,ACTIVE
L0001595,C000239,LP004,BR009,2024-11-13,2024-11-23,2024-11-24,708424,16.0,32,CLOSED
L0001596,C000215,LP005,BR004,2025-03-20,2025-03-28,2025-03-29,948203,12.0,32,ACTIVE
L0001597,C000355,LP005,BR005,2025-05-15,2025-05-19,2025-05-21,866699,12.0,33,CLOSED
L0001598,C000783,LP001,BR002,2024-06-16,2024-06-19,2024-06-24,320690,14.5,58,DEFAULT
L0001599,C000499,LP001,BR010,2023-10-03,2023-10-12,2023-10-15,284608,14.5,20,ACTIVE
L0001600,C000922,LP003,BR002,2026-07-01,2026-07-06,2026-07-09,4114663,8.5,22,ACTIVE
L0001601,C000446,LP003,BR005,2026-05-08,2026-05-12,2026-05-14,1129131,8.5,51,DEFAULT
L0001602,C000192,LP002,BR008,2023-07-12,2023-07-20,2023-07-21,131335,10.5,30,ACTIVE
L0001603,C000997,LP003,BR009,2024-11-24,2024-12-03,2024-12-04,4685179,8.5,36,ACTIVE
L0001604,C000384,LP003,BR007,2026-05-22,2026-05-28,2026-05-30,2979741,8.5,53,ACTIVE
L0001605,C000257,LP004,BR003,2023-11-14,2023-11-19,2023-11-24,861954,16.0,57,ACTIVE
L0001606,C000087,LP003,BR001,2024-10-08,2024-10-10,2024-10-12,4364976,8.5,78,ACTIVE
L0001607,C000040,LP002,BR008,2025-07-22,2025-07-27,2025-07-31,1463761,10.5,29,ACTIVE
L0001608,C000206,LP003,BR010,2025-07-07,2025-07-17,2025-07-21,832127,8.5,105,ACTIVE
L0001609,C000773,LP005,BR005,2025-01-31,2025-02-07,2025-02-11,918630,12.0,31,CLOSED
L0001610,C000393,LP003,BR010,2021-09-16,2021-09-24,2021-09-27,4798987,8.5,228,DEFAULT
L0001611,C000556,LP004,BR005,2022-01-01,2022-01-07,2022-01-10,275092,16.0,99,ACTIVE
L0001612,C000022,LP004,BR002,2024-02-16,2024-02-25,2024-02-29,651189,16.0,99,ACTIVE
L0001613,C000564,LP004,BR006,2021-11-05,2021-11-15,2021-11-16,1654078,16.0,113,CLOSED
L0001614,C000022,LP001,BR009,2026-02-10,2026-02-19,2026-02-20,131035,14.5,18,ACTIVE
L0001615,C000237,LP002,BR003,2022-11-09,2022-11-16,2022-11-18,1295657,10.5,63,ACTIVE
L0001616,C000337,LP003,BR006,2024-04-10,2024-04-14,2024-04-18,4377873,8.5,183,ACTIVE
L0001617,C000757,LP005,BR003,2021-10-06,2021-10-12,2021-10-16,511246,12.0,32,DEFAULT
L0001618,C000059,LP003,BR007,2024-04-06,2024-04-14,2024-04-15,1219931,8.5,58,ACTIVE
L0001619,C000314,LP004,BR001,2023-08-06,2023-08-13,2023-08-17,518321,16.0,63,ACTIVE
L0001620,C000031,LP005,BR003,2023-07-15,2023-07-17,2023-07-20,379057,12.0,31,ACTIVE
L0001621,C000513,LP001,BR009,2024-05-21,2024-05-25,2024-05-29,109939,14.5,29,ACTIVE
L0001622,C000644,LP005,BR002,2021-11-22,2021-11-23,2021-11-28,183306,12.0,27,CLOSED
L0001623,C000796,LP004,BR010,2024-01-21,2024-01-25,2024-01-28,1291615,16.0,16,DEFAULT
L0001624,C000482,LP004,BR003,2026-06-02,2026-06-09,2026-06-10,1795617,16.0,58,ACTIVE
L0001625,C000037,LP005,BR001,2026-01-21,2026-01-29,2026-01-31,76704,12.0,18,ACTIVE
L0001626,C000963,LP004,BR002,2026-06-10,2026-06-17,2026-06-20,628631,16.0,93,CLOSED
L0001627,C000417,LP003,BR001,2026-07-25,2026-07-27,2026-07-29,1080987,8.5,82,ACTIVE
L0001628,C000942,LP002,BR004,2026-07-27,2026-07-29,2026-08-01,1046698,10.5,65,DEFAULT
L0001629,C000598,LP005,BR003,2023-01-09,2023-01-13,2023-01-16,213020,12.0,13,ACTIVE
L0001630,C000730,LP002,BR001,2022-07-05,2022-07-12,2022-07-15,722654,10.5,33,CLOSED
L0001631,C000556,LP004,BR003,2022-01-11,2022-01-17,2022-01-21,1110041,16.0,72,DEFAULT
L0001632,C000059,LP003,BR004,2025-08-16,2025-08-19,2025-08-23,3475375,8.5,189,DEFAULT
L0001633,C000494,LP003,BR010,2024-09-24,2024-10-01,2024-10-02,2165641,8.5,31,DEFAULT
L0001634,C000599,LP003,BR002,2023-01-14,2023-01-24,2023-01-26,3215665,8.5,182,ACTIVE
L0001635,C000600,LP001,BR004,2022-11-20,2022-11-21,2022-11-23,290469,14.5,21,ACTIVE
L0001636,C000591,LP001,BR002,2023-12-18,2023-12-24,2023-12-25,465244,14.5,55,ACTIVE
L0001637,C000236,LP004,BR009,2024-10-30,2024-11-04,2024-11-09,1614743,16.0,12,ACTIVE
L0001638,C000294,LP002,BR002,2023-11-01,2023-11-04,2023-11-08,1439904,10.5,24,ACTIVE
L0001639,C000613,LP001,BR004,2023-09-09,2023-09-13,2023-09-15,270293,14.5,56,DEFAULT
L0001640,C000716,LP004,BR003,2023-11-21,2023-11-24,2023-11-29,891793,16.0,39,ACTIVE
L0001641,C000435,LP005,BR001,2024-04-06,2024-04-10,2024-04-12,732641,12.0,30,ACTIVE
L0001642,C000399,LP002,BR005,2022-06-28,2022-07-04,2022-07-07,133955,10.5,50,ACTIVE
L0001643,C000408,LP005,BR005,2026-07-24,2026-08-02,2026-08-03,753287,12.0,27,ACTIVE
L0001644,C000706,LP004,BR007,2025-02-09,2025-02-16,2025-02-20,837629,16.0,57,DEFAULT
L0001645,C000486,LP003,BR005,2026-07-20,2026-07-27,2026-08-01,3317117,8.5,41,CLOSED
L0001646,C000346,LP003,BR002,2023-07-23,2023-07-31,2023-08-04,3629969,8.5,57,DEFAULT
L0001647,C000199,LP004,BR010,2022-05-13,2022-05-23,2022-05-25,1238256,16.0,67,ACTIVE
L0001648,C000431,LP005,BR001,2024-06-20,2024-06-25,2024-06-29,684909,12.0,21,DEFAULT
L0001649,C000841,LP001,BR009,2025-10-24,2025-10-26,2025-10-27,472544,14.5,18,ACTIVE
L0001650,C000805,LP002,BR009,2023-03-07,2023-03-08,2023-03-13,962515,10.5,25,ACTIVE
L0001651,C000392,LP002,BR010,2025-11-11,2025-11-21,2025-11-26,309090,10.5,68,DEFAULT
L0001652,C000764,LP001,BR009,2026-08-11,2026-08-21,2026-08-22,400072,14.5,30,ACTIVE
L0001653,C000829,LP003,BR007,2022-07-09,2022-07-13,2022-07-15,4313711,8.5,153,ACTIVE
L0001654,C000951,LP004,BR009,2024-04-06,2024-04-08,2024-04-10,1895880,16.0,72,ACTIVE
L0001655,C000506,LP001,BR002,2022-01-10,2022-01-16,2022-01-20,266496,14.5,53,ACTIVE
L0001656,C000304,LP003,BR010,2026-08-11,2026-08-12,2026-08-15,2378516,8.5,141,ACTIVE
L0001657,C000732,LP005,BR008,2024-12-14,2024-12-19,2024-12-22,342328,12.0,25,CLOSED
L0001658,C000420,LP005,BR003,2022-05-17,2022-05-18,2022-05-22,54261,12.0,12,ACTIVE
L0001659,C000748,LP003,BR003,2022-03-08,2022-03-11,2022-03-14,4853379,8.5,221,DEFAULT
L0001660,C000312,LP005,BR003,2024-07-20,2024-07-26,2024-07-29,198688,12.0,30,ACTIVE
L0001661,C000406,LP004,BR005,2024-08-31,2024-09-04,2024-09-09,920746,16.0,36,DEFAULT
L0001662,C000036,LP001,BR001,2025-05-27,2025-06-03,2025-06-04,470128,14.5,48,ACTIVE
L0001663,C000565,LP003,BR007,2025-04-02,2025-04-05,2025-04-09,1957246,8.5,115,ACTIVE
L0001664,C000631,LP003,BR009,2022-09-25,2022-10-04,2022-10-06,4169190,8.5,71,ACTIVE
L0001665,C000945,LP005,BR009,2023-08-21,2023-08-24,2023-08-29,144122,12.0,32,DEFAULT
L0001666,C000830,LP001,BR004,2021-10-21,2021-10-28,2021-10-31,489006,14.5,47,CLOSED
L0001667,C000959,LP002,BR001,2024-12-17,2024-12-23,2024-12-25,295568,10.5,23,ACTIVE
L0001668,C000385,LP002,BR009,2022-03-03,2022-03-10,2022-03-11,1418886,10.5,31,ACTIVE
L0001669,C000877,LP005,BR002,2024-04-19,2024-04-29,2024-05-04,985313,12.0,14,DEFAULT
L0001670,C000387,LP001,BR010,2026-03-03,2026-03-10,2026-03-11,439199,14.5,58,CLOSED
L0001671,C000024,LP001,BR005,2022-01-21,2022-01-29,2022-02-01,147808,14.5,27,CLOSED
L0001672,C000983,LP004,BR002,2024-06-04,2024-06-09,2024-06-11,1222851,16.0,119,CLOSED
L0001673,C000405,LP001,BR009,2026-04-20,2026-04-27,2026-04-30,395640,14.5,15,ACTIVE
L0001674,C000389,LP004,BR004,2026-07-07,2026-07-09,2026-07-11,1415832,16.0,14,DEFAULT
L0001675,C000109,LP004,BR009,2022-12-24,2022-12-26,2022-12-27,1062860,16.0,88,ACTIVE
L0001676,C000620,LP002,BR008,2024-06-27,2024-06-29,2024-07-01,692367,10.5,45,CLOSED
L0001677,C000322,LP004,BR010,2025-12-24,2025-12-26,2025-12-27,1136506,16.0,120,ACTIVE
L0001678,C000442,LP005,BR010,2023-08-02,2023-08-06,2023-08-10,125561,12.0,27,ACTIVE
L0001679,C000387,LP002,BR003,2023-01-04,2023-01-11,2023-01-12,1120300,10.5,21,CLOSED
L0001680,C000935,LP002,BR009,2022-02-19,2022-02-26,2022-03-02,757635,10.5,69,CLOSED
L0001681,C000754,LP001,BR006,2025-01-18,2025-01-21,2025-01-24,55316,14.5,23,DEFAULT
L0001682,C000022,LP004,BR001,2025-07-01,2025-07-11,2025-07-12,345801,16.0,55,ACTIVE
L0001683,C000979,LP005,BR005,2026-08-08,2026-08-16,2026-08-21,649138,12.0,29,ACTIVE
L0001684,C000177,LP004,BR001,2026-01-01,2026-01-04,2026-01-09,1655450,16.0,44,ACTIVE
L0001685,C000902,LP001,BR006,2022-06-22,2022-06-26,2022-07-01,65495,14.5,46,ACTIVE
L0001686,C000881,LP002,BR010,2023-08-06,2023-08-15,2023-08-20,419492,10.5,39,ACTIVE
L0001687,C000465,LP001,BR002,2025-05-19,2025-05-21,2025-05-23,65465,14.5,32,CLOSED
L0001688,C000623,LP002,BR007,2024-03-04,2024-03-08,2024-03-09,365458,10.5,46,ACTIVE
L0001689,C000973,LP003,BR003,2025-01-23,2025-01-31,2025-02-02,1271498,8.5,101,DEFAULT
L0001690,C000432,LP001,BR006,2022-12-19,2022-12-24,2022-12-28,440696,14.5,43,ACTIVE
L0001691,C000725,LP001,BR001,2022-10-31,2022-11-09,2022-11-13,151216,14.5,28,CLOSED
L0001692,C000818,LP004,BR008,2024-07-26,2024-07-30,2024-08-02,923815,16.0,25,DEFAULT
L0001693,C000403,LP002,BR002,2022-05-30,2022-06-09,2022-06-12,447399,10.5,38,ACTIVE
L0001694,C000950,LP004,BR010,2025-10-03,2025-10-10,2025-10-14,988641,16.0,88,ACTIVE
L0001695,C000893,LP005,BR001,2026-07-27,2026-08-02,2026-08-07,132783,12.0,31,ACTIVE
L0001696,C000765,LP005,BR001,2022-02-16,2022-02-23,2022-02-25,614691,12.0,23,ACTIVE
L0001697,C000664,LP002,BR006,2026-05-16,2026-05-18,2026-05-22,450746,10.5,16,DEFAULT
L0001698,C000463,LP001,BR006,2025-02-07,2025-02-12,2025-02-17,264857,14.5,30,DEFAULT
L0001699,C000852,LP003,BR003,2023-12-10,2023-12-19,2023-12-22,3841238,8.5,19,ACTIVE
L0001700,C000254,LP003,BR004,2022-06-07,2022-06-10,2022-06-13,4101957,8.5,214,CLOSED
L0001701,C000492,LP004,BR007,2025-02-05,2025-02-11,2025-02-13,252337,16.0,39,ACTIVE
L0001702,C000562,LP002,BR001,2025-12-23,2025-12-29,2025-12-31,759455,10.5,27,ACTIVE
L0001703,C000565,LP001,BR009,2025-05-27,2025-06-02,2025-06-03,425811,14.5,33,CLOSED
L0001704,C000652,LP002,BR006,2022-10-26,2022-11-03,2022-11-08,774362,10.5,41,DEFAULT
L0001705,C000710,LP002,BR006,2022-11-09,2022-11-11,2022-11-15,694782,10.5,39,DEFAULT
L0001706,C000994,LP004,BR002,2025-10-19,2025-10-23,2025-10-24,1276415,16.0,47,DEFAULT
L0001707,C000904,LP003,BR007,2026-06-19,2026-06-21,2026-06-26,4037896,8.5,186,ACTIVE
L0001708,C000730,LP005,BR007,2023-05-24,2023-05-30,2023-06-02,227775,12.0,18,ACTIVE
L0001709,C000525,LP002,BR001,2025-11-09,2025-11-17,2025-11-21,198129,10.5,47,ACTIVE
L0001710,C000314,LP004,BR004,2025-01-26,2025-01-28,2025-01-29,1049559,16.0,33,DEFAULT
L0001711,C000723,LP002,BR001,2026-07-27,2026-08-02,2026-08-07,902910,10.5,42,DEFAULT
L0001712,C000957,LP004,BR004,2023-05-18,2023-05-19,2023-05-22,137405,16.0,94,DEFAULT
L0001713,C000387,LP002,BR007,2026-06-25,2026-06-26,2026-06-30,696358,10.5,28,ACTIVE
L0001714,C000577,LP002,BR002,2026-03-02,2026-03-03,2026-03-08,1206276,10.5,17,ACTIVE
L0001715,C000987,LP004,BR002,2023-10-21,2023-10-22,2023-10-23,1085437,16.0,24,ACTIVE
L0001716,C000246,LP004,BR001,2023-10-08,2023-10-13,2023-10-16,765194,16.0,108,ACTIVE
L0001717,C000206,LP002,BR009,2022-04-26,2022-05-03,2022-05-04,1266960,10.5,52,ACTIVE
L0001718,C000715,LP002,BR008,2023-12-22,2024-01-01,2024-01-02,924867,10.5,50,ACTIVE
L0001719,C000904,LP003,BR005,2025-05-14,2025-05-22,2025-05-23,3636551,8.5,170,ACTIVE
L0001720,C000584,LP003,BR007,2024-06-16,2024-06-17,2024-06-19,901262,8.5,223,ACTIVE
L0001721,C000043,LP001,BR001,2026-08-10,2026-08-13,2026-08-14,219271,14.5,56,ACTIVE
L0001722,C000323,LP002,BR003,2022-06-21,2022-06-25,2022-06-27,284584,10.5,36,ACTIVE
L0001723,C000998,LP005,BR001,2022-08-31,2022-09-09,2022-09-10,999485,12.0,34,ACTIVE
L0001724,C000475,LP003,BR010,2025-03-23,2025-03-28,2025-03-29,1429487,8.5,24,ACTIVE
L0001725,C000098,LP005,BR004,2025-04-23,2025-04-25,2025-04-28,365326,12.0,34,DEFAULT
L0001726,C000870,LP003,BR008,2024-10-24,2024-10-31,2024-11-03,1928903,8.5,47,DEFAULT
L0001727,C000562,LP004,BR010,2024-09-02,2024-09-10,2024-09-11,364846,16.0,52,CLOSED
L0001728,C000548,LP003,BR008,2023-04-30,2023-05-10,2023-05-14,4247860,8.5,183,ACTIVE
L0001729,C000110,LP005,BR007,2024-06-08,2024-06-17,2024-06-22,272207,12.0,30,ACTIVE
L0001730,C000025,LP004,BR004,2024-08-21,2024-08-29,2024-09-01,775097,16.0,110,ACTIVE
L0001731,C000689,LP002,BR004,2021-11-30,2021-12-04,2021-12-05,653253,10.5,49,ACTIVE
L0001732,C000071,LP005,BR004,2024-04-20,2024-04-26,2024-05-01,896129,12.0,19,CLOSED
L0001733,C000143,LP004,BR009,2023-02-23,2023-02-25,2023-02-26,1137263,16.0,19,CLOSED
L0001734,C000901,LP003,BR004,2024-09-06,2024-09-07,2024-09-09,4427130,8.5,221,ACTIVE
L0001735,C000474,LP002,BR003,2025-06-20,2025-06-24,2025-06-28,319225,10.5,55,CLOSED
L0001736,C000630,LP005,BR006,2022-12-13,2022-12-23,2022-12-28,558891,12.0,22,ACTIVE
L0001737,C000119,LP003,BR002,2025-06-15,2025-06-23,2025-06-25,4732148,8.5,39,CLOSED
L0001738,C000338,LP003,BR002,2022-02-02,2022-02-06,2022-02-09,3734443,8.5,127,DEFAULT
L0001739,C000530,LP003,BR007,2023-09-11,2023-09-20,2023-09-22,3857162,8.5,60,ACTIVE
L0001740,C000448,LP003,BR004,2023-05-29,2023-06-03,2023-06-07,1877378,8.5,187,ACTIVE
L0001741,C000345,LP001,BR001,2024-11-20,2024-11-30,2024-12-01,127222,14.5,41,ACTIVE
L0001742,C000723,LP002,BR004,2023-01-13,2023-01-15,2023-01-17,134787,10.5,70,CLOSED
L0001743,C000010,LP004,BR006,2022-06-09,2022-06-14,2022-06-15,1098748,16.0,96,DEFAULT
L0001744,C000524,LP002,BR007,2022-08-31,2022-09-08,2022-09-11,656958,10.5,27,DEFAULT
L0001745,C000840,LP004,BR005,2022-03-04,2022-03-06,2022-03-09,1004865,16.0,39,CLOSED
L0001746,C000428,LP001,BR009,2023-10-11,2023-10-18,2023-10-23,275888,14.5,44,ACTIVE
L0001747,C000419,LP005,BR008,2022-12-18,2022-12-19,2022-12-23,305830,12.0,23,ACTIVE
L0001748,C000488,LP005,BR010,2024-02-26,2024-02-27,2024-03-02,787559,12.0,25,CLOSED
L0001749,C000877,LP002,BR007,2021-10-28,2021-11-02,2021-11-04,944506,10.5,34,DEFAULT
L0001750,C000870,LP003,BR004,2024-08-17,2024-08-22,2024-08-27,4640753,8.5,144,ACTIVE
L0001751,C000793,LP001,BR009,2022-08-27,2022-08-29,2022-08-30,388870,14.5,27,ACTIVE
L0001752,C000545,LP003,BR002,2024-04-20,2024-04-24,2024-04-25,945751,8.5,21,DEFAULT
L0001753,C000687,LP001,BR006,2025-07-15,2025-07-20,2025-07-22,84522,14.5,46,ACTIVE
L0001754,C000004,LP003,BR006,2025-09-18,2025-09-23,2025-09-25,3893690,8.5,112,ACTIVE
L0001755,C000655,LP004,BR003,2021-11-25,2021-11-27,2021-11-29,1639150,16.0,117,ACTIVE
L0001756,C000518,LP002,BR007,2024-07-13,2024-07-21,2024-07-23,458674,10.5,38,ACTIVE
L0001757,C000946,LP004,BR009,2023-06-27,2023-07-02,2023-07-07,703934,16.0,105,ACTIVE
L0001758,C000070,LP003,BR006,2026-04-14,2026-04-16,2026-04-18,4721484,8.5,191,DEFAULT
L0001759,C000669,LP002,BR005,2023-07-06,2023-07-14,2023-07-17,600421,10.5,33,ACTIVE
L0001760,C000940,LP003,BR004,2023-06-11,2023-06-13,2023-06-15,2071558,8.5,97,ACTIVE
L0001761,C000103,LP002,BR002,2026-05-10,2026-05-13,2026-05-14,1496769,10.5,72,ACTIVE
L0001762,C000176,LP003,BR005,2026-02-27,2026-03-05,2026-03-06,1989104,8.5,79,ACTIVE
L0001763,C000745,LP002,BR002,2023-11-28,2023-12-01,2023-12-02,1345719,10.5,57,ACTIVE
L0001764,C000379,LP004,BR003,2026-05-18,2026-05-28,2026-05-29,1124054,16.0,43,ACTIVE
L0001765,C000485,LP001,BR002,2025-10-25,2025-10-27,2025-10-28,479353,14.5,13,DEFAULT
L0001766,C000223,LP005,BR002,2022-11-29,2022-12-04,2022-12-06,570784,12.0,28,CLOSED
L0001767,C000830,LP002,BR002,2021-11-12,2021-11-15,2021-11-16,309699,10.5,50,ACTIVE
L0001768,C000574,LP005,BR001,2024-11-29,2024-12-07,2024-12-11,790509,12.0,23,DEFAULT
L0001769,C000190,LP001,BR006,2026-03-10,2026-03-15,2026-03-19,182926,14.5,35,ACTIVE
L0001770,C000449,LP005,BR001,2022-01-29,2022-01-30,2022-02-02,335761,12.0,34,ACTIVE
L0001771,C000052,LP005,BR010,2023-11-18,2023-11-27,2023-12-02,527882,12.0,15,ACTIVE
L0001772,C000131,LP004,BR002,2023-02-27,2023-03-08,2023-03-09,410169,16.0,64,CLOSED
L0001773,C000994,LP002,BR006,2022-03-21,2022-03-24,2022-03-27,1144029,10.5,15,CLOSED
L0001774,C000248,LP003,BR001,2024-02-15,2024-02-25,2024-02-29,3515032,8.5,64,ACTIVE
L0001775,C000249,LP003,BR005,2023-06-01,2023-06-05,2023-06-09,1405396,8.5,82,DEFAULT
L0001776,C000279,LP002,BR010,2024-01-06,2024-01-14,2024-01-19,466901,10.5,45,ACTIVE
L0001777,C000945,LP002,BR007,2022-02-27,2022-03-05,2022-03-09,1335532,10.5,65,ACTIVE
L0001778,C000403,LP002,BR008,2025-08-30,2025-09-04,2025-09-06,186192,10.5,78,ACTIVE
L0001779,C000128,LP005,BR009,2021-10-11,2021-10-21,2021-10-22,474515,12.0,26,DEFAULT
L0001780,C000618,LP004,BR008,2022-04-10,2022-04-16,2022-04-19,331086,16.0,13,ACTIVE
L0001781,C000749,LP002,BR001,2025-01-05,2025-01-08,2025-01-12,415050,10.5,78,ACTIVE
L0001782,C000842,LP001,BR002,2024-01-06,2024-01-16,2024-01-21,398295,14.5,22,ACTIVE
L0001783,C000001,LP003,BR003,2024-10-09,2024-10-17,2024-10-20,1042042,8.5,216,ACTIVE
L0001784,C000781,LP002,BR008,2022-08-17,2022-08-18,2022-08-22,185884,10.5,39,ACTIVE
L0001785,C000271,LP001,BR007,2021-11-14,2021-11-24,2021-11-25,77888,14.5,43,ACTIVE
L0001786,C000965,LP003,BR004,2024-03-12,2024-03-13,2024-03-17,3454933,8.5,181,ACTIVE
L0001787,C000230,LP003,BR002,2024-12-29,2024-12-30,2025-01-02,1655268,8.5,101,ACTIVE
L0001788,C000485,LP004,BR006,2023-09-04,2023-09-13,2023-09-18,425136,16.0,23,ACTIVE
L0001789,C000575,LP003,BR008,2024-12-11,2024-12-14,2024-12-16,4124304,8.5,161,ACTIVE
L0001790,C000528,LP001,BR006,2026-01-12,2026-01-17,2026-01-19,66848,14.5,42,ACTIVE
L0001791,C000477,LP001,BR008,2022-07-22,2022-07-26,2022-07-30,271544,14.5,37,ACTIVE
L0001792,C000883,LP005,BR007,2024-05-23,2024-05-28,2024-05-31,646040,12.0,21,CLOSED
L0001793,C000511,LP001,BR006,2025-10-30,2025-11-09,2025-11-13,405951,14.5,32,DEFAULT
L0001794,C000934,LP002,BR002,2026-03-25,2026-03-28,2026-03-30,624330,10.5,29,ACTIVE
L0001795,C000170,LP002,BR005,2022-06-16,2022-06-25,2022-06-27,731373,10.5,51,ACTIVE
L0001796,C000458,LP002,BR009,2023-04-18,2023-04-23,2023-04-28,1417680,10.5,71,DEFAULT
L0001797,C000579,LP004,BR002,2023-05-26,2023-05-29,2023-06-02,1740823,16.0,118,ACTIVE
L0001798,C000629,LP001,BR006,2025-12-19,2025-12-21,2025-12-23,326075,14.5,40,ACTIVE
L0001799,C000586,LP003,BR005,2025-08-08,2025-08-17,2025-08-20,4429046,8.5,102,ACTIVE
L0001800,C000203,LP002,BR003,2026-06-23,2026-07-01,2026-07-05,960374,10.5,71,ACTIVE
L0001801,C000666,LP003,BR007,2021-11-21,2021-11-30,2021-12-01,4030921,8.5,34,CLOSED
L0001802,C000793,LP002,BR006,2022-01-17,2022-01-27,2022-01-30,608864,10.5,77,ACTIVE
L0001803,C000810,LP004,BR001,2023-10-24,2023-10-27,2023-11-01,1239318,16.0,84,ACTIVE
L0001804,C000492,LP003,BR001,2026-03-18,2026-03-19,2026-03-23,1556426,8.5,115,ACTIVE
L0001805,C000065,LP005,BR008,2024-04-20,2024-04-28,2024-05-03,502576,12.0,13,ACTIVE
L0001806,C000039,LP003,BR008,2024-07-18,2024-07-19,2024-07-22,1397991,8.5,97,DEFAULT
L0001807,C000534,LP001,BR003,2025-11-16,2025-11-18,2025-11-21,346455,14.5,42,ACTIVE
L0001808,C000424,LP001,BR001,2025-01-20,2025-01-21,2025-01-22,438221,14.5,49,DEFAULT
L0001809,C000763,LP005,BR009,2023-01-16,2023-01-17,2023-01-19,561342,12.0,16,DEFAULT
L0001810,C000288,LP001,BR006,2021-11-12,2021-11-20,2021-11-22,167201,14.5,55,CLOSED
L0001811,C000236,LP002,BR007,2024-08-28,2024-09-02,2024-09-05,113528,10.5,74,DEFAULT
L0001812,C000375,LP003,BR008,2024-09-13,2024-09-17,2024-09-18,1063228,8.5,12,CLOSED
L0001813,C000767,LP003,BR005,2024-09-24,2024-10-04,2024-10-05,4860587,8.5,36,CLOSED
L0001814,C000048,LP001,BR010,2024-04-12,2024-04-16,2024-04-17,298377,14.5,13,DEFAULT
L0001815,C000069,LP002,BR002,2023-09-19,2023-09-27,2023-10-01,216713,10.5,27,ACTIVE
L0001816,C000972,LP004,BR004,2025-12-21,2025-12-28,2026-01-01,485968,16.0,116,CLOSED
L0001817,C000096,LP002,BR010,2024-01-21,2024-01-30,2024-02-02,1385050,10.5,68,DEFAULT
L0001818,C000906,LP002,BR010,2022-03-27,2022-03-29,2022-04-02,406700,10.5,14,CLOSED
L0001819,C000484,LP004,BR002,2023-11-25,2023-11-28,2023-11-30,458142,16.0,77,DEFAULT
L0001820,C000831,LP003,BR005,2024-12-31,2025-01-04,2025-01-08,4530444,8.5,86,ACTIVE
L0001821,C000482,LP003,BR007,2021-12-16,2021-12-18,2021-12-23,4635282,8.5,106,ACTIVE
